filepath,title,year
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858-05_ Vol 2 Iss 5   %1858.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858-05_ Vol 2 Iss 5   ",1858
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858-07_ Vol 2 Iss 7   %1858.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858-07_ Vol 2 Iss 7   ",1858
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858-10_ Vol 2 Iss 10   %1858.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858-10_ Vol 2 Iss 10   ",1858
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858-12_ Vol 2 Iss 12   %1858.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858-12_ Vol 2 Iss 12   ",1858
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858_ Vol 2 Index   %1858.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1858_ Vol 2 Index   ",1858
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-01_ Vol 3 Iss 1   %1859.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-01_ Vol 3 Iss 1   ",1859
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-02_ Vol 3 Iss 2   %1859.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-02_ Vol 3 Iss 2   ",1859
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-03_ Vol 3 Iss 3   %1859.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-03_ Vol 3 Iss 3   ",1859
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-04_ Vol 3 Iss 4   %1859.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-04_ Vol 3 Iss 4   ",1859
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-06_ Vol 3 Iss 6   %1859.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-06_ Vol 3 Iss 6   ",1859
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-08_ Vol 3 Iss 8   %1859.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-08_ Vol 3 Iss 8   ",1859
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-11_ Vol 3 Iss 11   %1859.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859-11_ Vol 3 Iss 11   ",1859
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859_ Vol 3 Index   %1859.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1859_ Vol 3 Index   ",1859
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-04_ Vol 4 Iss 4   %1860.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-04_ Vol 4 Iss 4   ",1860
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-08_ Vol 4 Iss 8   %1860.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-08_ Vol 4 Iss 8   ",1860
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-09_ Vol 4 Iss 9   %1860.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-09_ Vol 4 Iss 9   ",1860
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-11_ Vol 4 Iss 11   %1860.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-11_ Vol 4 Iss 11   ",1860
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-12_ Vol 4 Iss 12   %1860.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1860-12_ Vol 4 Iss 12   ",1860
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-03_ Vol 5 Iss 3   %1861.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-03_ Vol 5 Iss 3   ",1861
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-04_ Vol 5 Iss 4   %1861.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-04_ Vol 5 Iss 4   ",1861
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-09_ Vol 5 Iss 9   %1861.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-09_ Vol 5 Iss 9   ",1861
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-10_ Vol 5 Iss 10   %1861.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-10_ Vol 5 Iss 10   ",1861
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-11_ Vol 5 Iss 11   %1861.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1861-11_ Vol 5 Iss 11   ",1861
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-02_ Vol 6 Iss 2   %1862.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-02_ Vol 6 Iss 2   ",1862
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-03_ Vol 6 Iss 3   %1862.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-03_ Vol 6 Iss 3   ",1862
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-04_ Vol 6 Iss 4   %1862.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-04_ Vol 6 Iss 4   ",1862
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-05_ Vol 6 Iss 5   %1862.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-05_ Vol 6 Iss 5   ",1862
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-07_ Vol 6 Iss 7   %1862.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-07_ Vol 6 Iss 7   ",1862
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-10_ Vol 6 Iss 10   %1862.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-10_ Vol 6 Iss 10   ",1862
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-12_ Vol 6 Iss 12   %1862.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862-12_ Vol 6 Iss 12   ",1862
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862_ Vol 6 Index   %1862.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1862_ Vol 6 Index   ",1862
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-01_ Vol 7 Iss 1   %1863.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-01_ Vol 7 Iss 1   ",1863
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-02_ Vol 7 Iss 2   %1863.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-02_ Vol 7 Iss 2   ",1863
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-07_ Vol 7 Iss 7   %1863.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-07_ Vol 7 Iss 7   ",1863
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-10_ Vol 7 Iss 10   %1863.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-10_ Vol 7 Iss 10   ",1863
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-11_ Vol 7 Iss 11   %1863.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1863-11_ Vol 7 Iss 11   ",1863
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-01_ Vol 8 Iss 1   %1864.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-01_ Vol 8 Iss 1   ",1864
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-02_ Vol 8 Iss 2   %1864.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-02_ Vol 8 Iss 2   ",1864
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-05_ Vol 8 Iss 5   %1864.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-05_ Vol 8 Iss 5   ",1864
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-07_ Vol 8 Iss 7   %1864.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-07_ Vol 8 Iss 7   ",1864
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-08_ Vol 8 Iss 8   %1864.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-08_ Vol 8 Iss 8   ",1864
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-12_ Vol 8 Iss 12   %1864.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1864-12_ Vol 8 Iss 12   ",1864
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1865-07_ Vol 9 Iss 7   %1865.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1865-07_ Vol 9 Iss 7   ",1865
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1865-08_ Vol 9 Iss 8   %1865.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1865-08_ Vol 9 Iss 8   ",1865
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-01_ Vol 10 Iss 1   %1866.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-01_ Vol 10 Iss 1   ",1866
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-03_ Vol 10 Iss 3   %1866.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-03_ Vol 10 Iss 3   ",1866
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-04_ Vol 10 Iss 4   %1866.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-04_ Vol 10 Iss 4   ",1866
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-05_ Vol 10 Iss 5   %1866.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-05_ Vol 10 Iss 5   ",1866
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-06_ Vol 10 Iss 6   %1866.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-06_ Vol 10 Iss 6   ",1866
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-09_ Vol 10 Iss 9   %1866.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-09_ Vol 10 Iss 9   ",1866
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-11_ Vol 10 Iss 11   %1866.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1866-11_ Vol 10 Iss 11   ",1866
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1867-04_ Vol 1 Iss 4   %1867.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1867-04_ Vol 1 Iss 4   ",1867
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1867-05_ Vol 1 Iss 5   %1867.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1867-05_ Vol 1 Iss 5   ",1867
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1867-08_ Vol 2 Iss 2   %1867.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1867-08_ Vol 2 Iss 2   ",1867
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1867_ Vol 1 Index   %1867.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1867_ Vol 1 Index   ",1867
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-03_ Vol 3 Iss 3   %1868.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-03_ Vol 3 Iss 3   ",1868
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-04_ Vol 3 Iss 4   %1868.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-04_ Vol 3 Iss 4   ",1868
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-05_ Vol 3 Iss 5   %1868.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-05_ Vol 3 Iss 5   ",1868
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-09_ Vol 4 Iss 3   %1868.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-09_ Vol 4 Iss 3   ",1868
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-10_ Vol 4 Iss 4   %1868.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1868-10_ Vol 4 Iss 4   ",1868
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-02_ Vol 5 Iss 2   %1869.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-02_ Vol 5 Iss 2   ",1869
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-03_ Vol 5 Iss 3   %1869.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-03_ Vol 5 Iss 3   ",1869
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-04_ Vol 5 Iss 4   %1869.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-04_ Vol 5 Iss 4   ",1869
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-05_ Vol 5 Iss 5   %1869.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-05_ Vol 5 Iss 5   ",1869
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-07_ Vol 6 Iss 1   %1869.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-07_ Vol 6 Iss 1   ",1869
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-10_ Vol 6 Iss 4   %1869.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869-10_ Vol 6 Iss 4   ",1869
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869_ Vol 5 Index   %1869.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1869_ Vol 5 Index   ",1869
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-03_ Vol 7 Iss 3   %1870.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-03_ Vol 7 Iss 3   ",1870
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-04_ Vol 7 Iss 4   %1870.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-04_ Vol 7 Iss 4   ",1870
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-07_ Vol 8 Iss 1   %1870.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-07_ Vol 8 Iss 1   ",1870
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-08_ Vol 8 Iss 2   %1870.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-08_ Vol 8 Iss 2   ",1870
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-10_ Vol 8 Iss 4   %1870.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1870-10_ Vol 8 Iss 4   ",1870
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1871-04_ Vol 9 Iss 4   %1871.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1871-04_ Vol 9 Iss 4   ",1871
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1871-07_ Vol 10 Iss 1   %1871.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1871-07_ Vol 10 Iss 1   ",1871
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1871_ Vol 10 Table of Contents   %1871.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1871_ Vol 10 Table of Contents   ",1871
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1871_ Vol 9 Index   %1871.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1871_ Vol 9 Index   ",1871
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1872-01_ Vol 1 Iss 1   %1872.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1872-01_ Vol 1 Iss 1   ",1872
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1872-02_ Vol 1 Iss 2   %1872.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1872-02_ Vol 1 Iss 2   ",1872
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1873-04_ Vol 1 Iss 4   %1873.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1873-04_ Vol 1 Iss 4   ",1873
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1874-12_ Vol 3 Extra No_ 2   %1874.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1874-12_ Vol 3 Extra No_ 2   ",1874
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1874_ Vol 3 Index   %1874.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1874_ Vol 3 Index   ",1874
"Documents/The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1875-04_ Vol 3 Iss 4   %1875.txt","The Historical Magazine_ and Notes and Queries Concerning the Antiquities_ History_ and Biography of America 1875-04_ Vol 3 Iss 4   ",1875
"Documents/The historical reader _ designed for the use of schools and families_ on a new plan _ by J_L_ Blake_  _   %1824.txt","The historical reader _ designed for the use of schools and families_ on a new plan _ by J_L_ Blake_  _   ",1824
"Documents/The historical reader_ designed for the use of schools and families _ on a new plan _ by Rev_ J_L_ Blake ____  _   %1827.txt","The historical reader_ designed for the use of schools and families _ on a new plan _ by Rev_ J_L_ Blake ____  _   ",1827
"Documents/The historical reader_ embracing selections from standard writers of ancient and modern history ____  _   %1885.txt","The historical reader_ embracing selections from standard writers of ancient and modern history ____  _   ",1885
"Documents/The historical reference book; comprising a chronological table of universal history_ a chronological dictionary of universal history_ a biographical   %1886.txt","The historical reference book; comprising a chronological table of universal history_ a chronological dictionary of universal history_ a biographical   ",1886
"Documents/The historical reference book; comprising a chronological table of universal history_ a chronological dictionary of universal history_ a biographical   %1898.txt","The historical reference book; comprising a chronological table of universal history_ a chronological dictionary of universal history_ a biographical   ",1898
"Documents/The historical reference book_ _ comprising a chronological table of universal history; a chronological dictionary of universal history; a biographica  %1898.txt","The historical reference book_ _ comprising a chronological table of universal history; a chronological dictionary of universal history; a biographica  ",1898
"Documents/The history and development of races_  _   %1869.txt","The history and development of races_  _   ",1869
"Documents/The History and Social Science Teacher 1980 - 1981_ Vol 16 Index   %1980.txt","The History and Social Science Teacher 1980 - 1981_ Vol 16 Index   ",1980
"Documents/The History and Social Science Teacher 1983 - 1984_ Vol 19 Index   %1983.txt","The History and Social Science Teacher 1983 - 1984_ Vol 19 Index   ",1983
"Documents/The history of a great many little boys and girls_ for the amusement of all good children of four and five yeart [sic] of age_ 1800   %1800.txt","The history of a great many little boys and girls_ for the amusement of all good children of four and five yeart [sic] of age_ 1800   ",1800
"Documents/The history of America_ By William Robertson_ ___ - The ninth edition_ in which is included the posthumous volume_ 1800_ Vol 1   %1800.txt","The history of America_ By William Robertson_ ___ - The ninth edition_ in which is included the posthumous volume_ 1800_ Vol 1   ",1800
"Documents/The history of America_ By William Robertson_ ___ - The ninth edition_ in which is included the posthumous volume_ 1800_ Vol 3   %1800.txt","The history of America_ By William Robertson_ ___ - The ninth edition_ in which is included the posthumous volume_ 1800_ Vol 3   ",1800
"Documents/The history of America_ By William Robertson_ ___ - The ninth edition_ in which is included the posthumous volume_ 1800_ Vol 4   %1800.txt","The history of America_ By William Robertson_ ___ - The ninth edition_ in which is included the posthumous volume_ 1800_ Vol 4   ",1800
"Documents/The history of America_ By William Robertson_ ___ 1800_ Vol 1   %1800.txt","The history of America_ By William Robertson_ ___ 1800_ Vol 1   ",1800
"Documents/The history of America_ By William Robertson_ ___ 1800_ Vol 3   %1800.txt","The history of America_ By William Robertson_ ___ 1800_ Vol 3   ",1800
"Documents/The history of ancient and modern Egypt_ ___ 1800_ Vol 3   %1800.txt","The history of ancient and modern Egypt_ ___ 1800_ Vol 3   ",1800
"Documents/The history of Bucks County_ Pennsylvania   %1876.txt","The history of Bucks County_ Pennsylvania   ",1876
"Documents/The History of Edgar County_ Illinois   %1879.txt","The History of Edgar County_ Illinois   ",1879
"Documents/The history of Emma_ or the victim of depravity; wherein is exemplified the miserable effects of not curbing the propensities of our passions_ To whic  %1800.txt","The history of Emma_ or the victim of depravity; wherein is exemplified the miserable effects of not curbing the propensities of our passions_ To whic  ",1800
"Documents/The history of England_ from the Conquest to the death of George II_ 1800   %1800.txt","The history of England_ from the Conquest to the death of George II_ 1800   ",1800
"Documents/The history of England_ from the earliest times to the death of George II_ By Dr_ Goldsmith_ ___ 1800   %1800.txt","The history of England_ from the earliest times to the death of George II_ By Dr_ Goldsmith_ ___ 1800   ",1800
"Documents/The history of England_ from the earliest times to the death of George II_ By Dr_ Goldsmith_ ___ 1800_ Vol 1   %1800.txt","The history of England_ from the earliest times to the death of George II_ By Dr_ Goldsmith_ ___ 1800_ Vol 1   ",1800
"Documents/The history of England_ from the earliest times to the death of George II_ By Dr_ Goldsmith_ ___ 1800_ Vol 2   %1800.txt","The history of England_ from the earliest times to the death of George II_ By Dr_ Goldsmith_ ___ 1800_ Vol 2   ",1800
"Documents/The history of England_ from the peace in 1783_ To the present time_ by T_ A_ Lloyd_ Esq_ Designed as a supplement to Hume_ Smollet_ and Cormick_ Embe  %1800.txt","The history of England_ from the peace in 1783_ To the present time_ by T_ A_ Lloyd_ Esq_ Designed as a supplement to Hume_ Smollet_ and Cormick_ Embe  ",1800
"Documents/The history of England_ from the revolution in 1688_ to the death of George II_ (Designed as a continution of Mr_ Hume's History) By T_ Smollett_  v_1  %1822.txt","The history of England_ from the revolution in 1688_ to the death of George II_ (Designed as a continution of Mr_ Hume's History) By T_ Smollett_  v_1  ",1822
"Documents/The history of England_ from the Revolution to the death of George the Second_ (Designed as a continuation of Mr_ Hume's History_) In five volumes_ By  %1800.txt","The history of England_ from the Revolution to the death of George the Second_ (Designed as a continuation of Mr_ Hume's History_) In five volumes_ By  ",1800
"Documents/The history of Guy_ Earl of Warwick; containing a full and true account of his many valiant actions_ ___ Extracted from authentic records_ 1800   %1800.txt","The history of Guy_ Earl of Warwick; containing a full and true account of his many valiant actions_ ___ Extracted from authentic records_ 1800   ",1800
"Documents/The history of Pompey the little; or_ the life and adventures of a lap-dog_ By Mr_ Coventry_ Cooke's edition_ Embellished with superb engravings_ 1800  %1800.txt","The history of Pompey the little; or_ the life and adventures of a lap-dog_ By Mr_ Coventry_ Cooke's edition_ Embellished with superb engravings_ 1800  ",1800
"Documents/The history of Queen Elizabeth_ and her great favorite the Earl of Essex_ Part the first 1800   %1800.txt","The history of Queen Elizabeth_ and her great favorite the Earl of Essex_ Part the first 1800   ",1800
"Documents/The history of Sawney Beane and his family_ robbers and murderers_ who took up their abode in a cave near to the sea-side_ where they lived twenty-fiv  %1800.txt","The history of Sawney Beane and his family_ robbers and murderers_ who took up their abode in a cave near to the sea-side_ where they lived twenty-fiv  ",1800
"Documents/The history of Selby_ ancient and modern; containing the most remarkable transactions_ ecclesiastical_ civil_ and military_ ___ interspersed with port  %1800.txt","The history of Selby_ ancient and modern; containing the most remarkable transactions_ ecclesiastical_ civil_ and military_ ___ interspersed with port  ",1800
